,l1,l2,l3,l4,l5,l6
3160,655,3714,569,976,1605,1104
3161,654,3725,570,979,1610,1104
3162,655,3729,571,982,1603,1101
3163,655,3746,574,985,1610,1220
3164,656,627,574,1014,1619,1121
3165,657,636,570,1012,1621,1119
3166,688,635,588,1023,1633,1122
3167,701,637,592,1034,1639,1131
3168,717,757,703,1142,1637,1133
3169,839,759,576,1035,1632,1131
3170,830,639,587,1036,1638,1135
3171,719,757,711,1140,1650,1230
3172,843,752,709,1134,1719,1228
3173,830,753,697,1127,1715,1230
3174,817,755,706,1134,1719,1229
3175,811,753,704,1139,1722,1222
3176,683,757,701,1128,1717,1229
3177,826,752,697,1133,1715,1223
3178,807,753,570,1086,1718,1123
3179,685,630,579,1023,1627,1136
3180,687,633,583,1023,1634,1159
3181,690,638,704,1137,1727,1232
3182,705,752,706,1136,1715,1230
3183,828,753,706,1136,1718,1221
3184,816,750,701,1129,1713,1227
3185,807,635,579,1022,1627,1127
3186,686,636,579,1034,1630,1134
3187,688,631,705,1138,1647,1109
3188,700,2559,576,994,1614,1109
3189,827,2727,577,989,1610,1107
3190,656,2880,576,983,1600,1109
3191,654,3003,573,985,1608,1104
3192,656,3113,571,989,1609,1104
3193,654,3203,571,987,1595,1104
3194,656,3730,571,988,1606,1106
3195,656,3738,576,983,1603,1104
3196,654,3753,576,983,1606,1101
3197,656,3756,576,986,1601,1104
3198,655,3757,567,985,1601,1104
3199,654,3763,569,981,1600,1219
3200,654,625,578,1019,1620,1121
3201,657,634,577,1011,1625,1122
3202,687,644,582,1022,1631,1129
3203,690,637,583,1037,1634,1136
3204,715,754,704,1133,1650,1125
3205,838,753,583,1023,1631,1133
3206,832,640,586,1038,1634,1136
3207,716,758,705,1138,1654,1226
3208,837,757,710,1136,1719,1225
3209,832,755,699,1130,1713,1225
3210,820,752,690,1131,1712,1125
3211,806,752,571,1015,1635,1123
3212,676,634,587,1023,1633,1127
3213,703,641,702,1042,1642,1168
3214,761,759,706,1138,1715,1225
3215,833,755,704,1132,1711,1223
3216,819,752,703,1127,1712,1126
3217,811,752,568,1021,1631,1122
3218,802,633,582,1019,1633,1127
3219,697,639,591,1040,1633,1133
3220,715,755,704,1136,1648,1229
3221,835,753,706,1132,1715,1225
3222,829,752,701,1136,1714,1136
3223,818,752,705,1138,1650,1110
3224,809,3047,573,987,1613,1104
3225,826,3116,566,982,1607,1104
3226,656,3202,573,988,1609,1104
3227,656,3278,563,986,1605,1104
3228,656,3344,571,987,1600,1104
3229,656,3405,578,981,1606,1105
3230,656,3765,565,989,1600,1099
3231,655,3783,573,985,1601,1105
3232,655,3782,575,987,1613,1103
3233,656,3789,570,978,1605,1104
3234,656,3793,565,982,1600,1104
3235,651,3805,573,983,1603,1104
3236,655,3795,575,987,1602,1216
3237,653,629,578,1010,1616,1122
3238,651,632,589,1011,1622,1123
3239,687,637,581,1021,1630,1122
3240,691,635,592,1035,1634,1121
3241,717,754,699,1023,1632,1124
3242,837,757,577,1035,1629,1127
3243,827,638,592,1035,1629,1134
3244,717,755,710,1136,1649,1222
3245,836,752,705,1137,1712,1229
3246,831,752,701,1135,1712,1123
3247,819,752,693,1126,1627,1127
3248,805,752,577,1021,1630,1123
3249,680,630,581,1023,1634,1118
3250,704,640,701,1037,1642,1152
3251,766,753,705,1135,1707,1229
3252,829,754,703,1132,1712,1223
3253,819,753,701,1134,1703,1123
3254,811,749,576,1022,1629,1121
3255,799,630,582,1023,1627,1130
3256,691,639,589,1039,1630,1133
3257,717,755,704,1136,1651,1223
3258,835,754,703,1139,1716,1223
3259,827,752,703,1130,1714,1123
3260,817,752,575,1013,1623,1104
3261,807,2990,562,990,1613,1106
3262,688,3095,576,989,1607,1105
3263,656,3188,571,985,1605,1108
3264,654,3264,562,978,1601,1099
3265,656,3331,571,979,1601,1102
3266,656,3392,567,984,1602,1099
3267,654,3776,565,979,1607,1104
3268,650,3790,570,980,1603,1104
3269,655,3800,571,973,1602,1103
3270,654,3807,574,981,1611,1078
3271,651,3814,575,987,1605,1104
3272,653,3830,573,978,1603,1219
3273,655,630,576,1010,1623,1118
3274,656,631,576,1009,1621,1120
3275,689,630,576,1023,1627,1129
3276,695,634,587,1033,1635,1219
3277,712,756,701,1136,1645,1223
3278,833,752,699,1135,1712,1219
3279,831,753,573,1079,1708,1120
3280,679,627,574,1017,1631,1125
3281,688,633,576,1018,1633,1130
3282,691,634,582,1039,1631,1225
3283,703,641,702,1046,1633,1222
3284,765,754,703,1126,1714,1218
3285,830,747,699,1121,1711,1229
3286,801,630,574,1010,1629,1121
3287,682,634,576,1019,1632,1129
3288,688,626,579,1023,1631,1126
3289,695,638,587,1040,1631,1123
3290,712,753,577,1023,1622,1123
3291,837,631,571,1019,1637,1129
3292,693,634,586,1035,1635,1129
3293,714,754,704,1136,1648,1226
3294,833,752,708,1133,1722,1223
3295,822,752,701,1133,1712,1131
3296,816,752,705,1136,1648,1111
3297,803,752,564,989,1615,1107
3298,822,627,578,983,1609,1107
3299,657,627,576,987,1609,1104
3300,656,626,575,989,1603,1104
3301,656,627,576,989,1605,1095
3302,655,627,566,978,1609,1101
3303,655,625,3979,982,1605,1104
3304,656,625,4025,983,1606,1103
3305,652,625,4067,976,1606,1099
3306,651,628,4095,983,1604,1099
3307,655,626,4095,979,1601,1099
3308,651,625,4095,976,1602,1104
3309,652,627,574,980,1603,1120
3310,655,624,592,1034,1627,1232
3311,656,658,721,1147,1726,1123
3312,847,770,575,1023,1638,1136
3313,823,628,722,1153,1648,1121
3314,702,774,720,1145,1631,1249
3315,848,634,723,1153,1734,1238
3316,688,774,574,1057,1728,1126
3317,843,626,587,1040,1645,1238
3318,684,687,719,1148,1735,1120
3319,858,768,577,1023,1635,1242
3320,823,633,723,1157,1731,1127
3321,702,771,571,1021,1631,1241
3322,845,635,720,1153,1731,1239
3323,718,770,571,1016,1728,1129
3324,837,629,591,1044,1641,1238
3325,687,774,720,1143,1727,1129
3326,854,770,571,1015,1635,1234
3327,819,635,714,1149,1727,1131
3328,707,775,576,1035,1629,1243
3329,684,639,721,1149,1735,1232
3330,720,771,574,1019,1729,1129
3331,839,631,605,1040,1643,1236
3332,688,773,720,1153,1729,1238
3333,849,767,719,1147,1734,1109
3334,825,767,591,995,1617,1104
3335,681,625,907,981,1608,1104
3336,657,628,1713,983,1602,1104
3337,653,624,2316,977,1613,1101
3338,653,624,2705,986,1614,1101
3339,655,625,4095,976,1602,1103
3340,654,625,4095,975,1602,1102
3341,654,626,4095,975,1606,1104
3342,650,627,4095,977,1599,1104
3343,651,624,4095,976,1603,1103
3344,652,624,4095,977,1604,1099
3345,658,624,565,975,1601,1117
3346,648,630,585,1021,1617,1232
3347,656,659,707,1141,1726,1123
3348,851,769,571,1019,1623,1131
3349,819,635,723,1152,1652,1232
3350,699,769,718,1143,1724,1233
3351,849,632,720,1150,1731,1232
3352,686,774,573,1042,1728,1131
3353,838,627,586,1040,1645,1235
3354,686,687,720,1152,1728,1129
3355,851,767,572,1018,1630,1136
3356,821,630,719,1147,1676,1121
3357,704,773,576,1018,1632,1236
3358,847,636,719,1147,1725,1232
3359,714,774,567,1017,1729,1131
3360,836,627,592,1040,1637,1239
3361,688,774,718,1139,1733,1126
3362,848,767,577,1013,1631,1241
3363,816,634,720,1151,1729,1124
3364,703,772,581,1023,1637,1236
3365,841,638,727,1153,1730,1237
3366,719,773,724,1017,1730,1116
3367,835,624,1593,1040,1639,1235
3368,688,773,2290,1149,1731,1243
3369,847,767,4095,1141,1729,1109
3370,819,765,4095,985,1614,1105
3371,675,624,4095,977,1601,1105
3372,656,624,4095,982,1609,1105
3373,656,625,4095,977,1600,1104
3374,652,624,4095,977,1607,1097
3375,651,624,4095,978,1605,1099
3376,653,624,4095,976,1602,1104
3377,656,624,1263,983,1598,1117
3378,654,627,599,1023,1621,1233
3379,656,658,719,1141,1726,1122
3380,848,767,579,1015,1622,1232
3381,823,631,651,1142,1727,1122
3382,694,771,574,1023,1627,1238
3383,848,640,722,1142,1728,1232
3384,709,770,577,1053,1723,1127
3385,833,630,583,1031,1638,1242
3386,688,693,711,1143,1726,1134
3387,839,768,578,1046,1644,1255
3388,818,630,716,1141,1721,1126
3389,698,771,576,1023,1635,1233
3390,681,639,720,1147,1729,1236
3391,715,774,578,1018,1726,1123
3392,832,630,591,1034,1647,1234
3393,688,773,720,1136,1721,1127
3394,848,763,721,1063,1642,1232
3395,821,772,718,1139,1727,1129
3396,846,765,576,1023,1625,1237
3397,685,641,719,1143,1732,1232
3398,715,771,576,1019,1729,1125
3399,834,629,603,1042,1639,1108
3400,685,773,2866,985,1616,1106
3401,848,627,3120,986,1607,1102
3402,652,624,3339,987,1615,1104
3403,655,624,3517,975,1605,1104
3404,651,624,3657,978,1602,1098
3405,653,625,3767,976,1599,1102
3406,655,624,4095,978,1598,1103
3407,648,624,4095,976,1602,1099
3408,654,625,4095,975,1601,1103
3409,653,624,4095,976,1599,1093
3410,655,626,4095,975,1600,1097
3411,649,624,4095,976,1597,1102
3412,652,624,569,981,1600,1114
3413,652,630,581,1014,1616,1232
3414,653,656,720,1136,1719,1126
3415,847,765,577,1008,1630,1131
3416,817,630,722,1146,1652,1126
3417,698,771,715,1136,1634,1238
3418,843,630,720,1142,1732,1237
3419,683,770,573,1045,1727,1131
3420,835,630,594,1037,1631,1241
3421,689,693,713,1147,1719,1133
3422,851,767,573,1017,1631,1236
3423,821,631,719,1143,1664,1131
3424,703,767,572,1031,1634,1234
3425,842,639,718,1150,1726,1233
3426,710,772,570,1011,1721,1129
3427,833,629,589,1040,1635,1235
3428,684,771,720,1145,1721,1130
3429,848,762,576,1021,1629,1127
3430,816,639,576,1018,1633,1169
3431,695,635,720,1152,1729,1232
3432,704,770,571,1140,1723,1121
3433,837,634,586,1040,1639,1238
3434,687,657,723,1146,1729,1234
3435,848,763,563,1019,1629,1126
3436,816,629,3734,1023,1626,1109
3437,695,631,3839,992,1616,1103
3438,695,625,3920,976,1611,1105
3439,656,626,3984,976,1605,1104
3440,653,625,4023,979,1603,1100
3441,653,626,4075,967,1606,1104
3442,654,624,4095,976,1607,1102
3443,654,624,4095,976,1605,1093
3444,655,625,4095,975,1602,1105
3445,647,624,4095,974,1602,1104
3446,645,624,4095,981,1601,1104
3447,653,624,4095,977,1600,1103
3448,649,625,3968,973,1600,1101
3449,651,624,845,976,1594,1118
3450,651,624,606,1011,1621,1232
3451,655,659,720,1137,1722,1125
3452,846,765,573,1010,1632,1131
3453,816,630,720,1143,1649,1122
3454,693,769,573,1015,1627,1239
3455,843,637,720,1149,1733,1233
3456,706,770,569,1053,1729,1127
3457,831,629,589,1040,1638,1232
3458,684,685,713,1141,1728,1129
3459,848,766,570,1013,1631,1131
3460,816,631,573,1019,1632,1142
3461,699,634,720,1147,1727,1232
3462,700,771,576,1138,1722,1122
3463,835,627,582,1023,1636,1232
3464,679,650,720,1147,1727,1121
3465,848,768,565,1013,1632,1127
3466,816,629,570,1021,1631,1139
3467,691,630,719,1149,1682,1231
3468,699,771,687,1136,1723,1124
3469,835,626,587,1023,1634,1234
3470,683,642,720,1143,1726,1223
3471,743,764,569,1019,1632,1127
3472,820,626,720,1034,1638,1106
3473,688,771,578,987,1603,1104
3474,845,624,572,981,1613,1104
3475,655,623,560,976,1601,1104
3476,652,624,567,976,1603,1103
3477,654,624,566,975,1602,1097
3478,651,624,574,980,1603,1100
3479,651,624,567,2911,1602,1104
3480,651,621,568,2946,1605,1099
3481,650,624,566,2992,1600,1099
3482,651,624,571,3023,1599,1103
3483,651,626,556,3056,1601,1104
3484,654,624,561,3101,1600,1095
3485,651,624,573,1041,1600,1229
3486,654,624,575,1047,1643,1232
3487,652,629,567,1046,1623,1230
3488,683,625,569,1023,1629,1187
3489,687,631,573,1032,1627,1232
3490,689,630,574,1036,1633,1233
3491,689,629,585,1133,1726,1234
3492,691,627,570,1134,1721,1232
3493,684,631,575,1136,1715,1232
3494,686,627,571,1081,1728,1234
3495,682,628,574,1015,1717,1134
3496,687,635,576,1017,1715,1125
3497,685,630,567,1021,1634,1122
3498,687,629,574,1018,1623,1133
3499,694,628,564,1022,1635,1126
3500,695,633,573,1021,1632,1127
3501,698,635,573,1015,1626,1143
3502,701,630,569,1023,1631,1124
3503,704,635,584,1023,1636,1127
3504,711,656,581,1023,1630,1129
3505,848,682,591,1038,1636,1129
3506,847,769,595,1040,1634,1132
3507,841,769,607,1035,1643,1126
3508,842,769,666,1034,1638,1137
3509,839,775,719,2841,1730,1111
3510,843,765,564,2858,1614,1105
3511,830,624,566,2911,1609,1104
3512,653,624,563,2960,1600,1103
3513,655,625,567,3004,1606,1104
3514,647,624,571,3030,1601,1097
3515,655,623,567,3344,1598,1101
3516,646,624,563,3347,1600,1094
3517,652,622,565,3362,1599,1098
3518,651,624,567,3358,1602,1102
3519,650,624,565,3391,1605,1100
3520,646,626,573,3403,1606,1101
3521,650,624,572,990,1569,1227
3522,649,624,573,1009,1633,1226
3523,654,628,571,1019,1626,1232
3524,686,627,571,1017,1627,1182
3525,684,629,575,1023,1621,1125
3526,689,629,577,1019,1627,1232
3527,687,627,707,1134,1725,1233
3528,689,626,570,1132,1713,1232
3529,693,629,576,1131,1716,1231
3530,685,630,569,1086,1722,1232
3531,687,630,572,1019,1718,1232
3532,681,625,571,1019,1717,1235
3533,688,629,582,1143,1730,1234
3534,686,629,705,1136,1723,1233
3535,686,758,701,1136,1719,1235
3536,683,691,706,1131,1715,1232
3537,681,631,704,1136,1721,1232
3538,678,624,659,1133,1718,1127
3539,684,626,570,1021,1634,1232
3540,682,627,573,1014,1632,1233
3541,687,630,576,1178,1629,1192
3542,688,624,577,1599,1627,1126
3543,685,624,564,1921,1639,1122
3544,688,626,567,2155,1637,1125
3545,688,624,571,3118,1635,1107
3546,690,625,565,3134,1607,1102
3547,691,624,566,3166,1613,1101
3548,652,624,561,3184,1602,1099
3549,650,621,571,3214,1603,1100
3550,649,624,569,3229,1606,1099
3551,642,624,562,3249,1602,1104
3552,650,626,567,1209,1599,1223
3553,647,623,567,1104,1653,1228
3554,653,631,576,1062,1626,1231
3555,682,632,570,1056,1627,1193
3556,690,630,576,1043,1623,1232
3557,688,631,574,1040,1727,1233
3558,688,629,579,1136,1715,1232
3559,689,630,571,1138,1717,1233
3560,684,630,571,1136,1733,1232
3561,683,629,569,1077,1721,1231
3562,687,631,574,1011,1717,1143
3563,683,630,570,1010,1732,1127
3564,687,631,576,1017,1638,1126
3565,688,625,576,1013,1629,1126
3566,695,631,567,1023,1635,1130
3567,699,629,576,1017,1632,1129
3568,700,631,570,1016,1637,1162
3569,702,632,571,1010,1727,1125
3570,711,634,583,1023,1635,1130
3571,711,655,585,1023,1629,1131
3572,846,678,581,1038,1632,1124
3573,846,768,596,1040,1639,1128
3574,845,770,619,1039,1637,1233
3575,843,771,671,1038,1638,1136
3576,839,769,720,1984,1726,1105
3577,837,765,571,2123,1615,1108
3578,833,624,576,2307,1606,1102
3579,656,625,574,2450,1608,1103
3580,654,625,561,2547,1600,1095
3581,652,624,560,2641,1601,1104
3582,651,625,566,3199,1606,1104
3583,650,623,567,3216,1605,1104
3584,647,624,565,3246,1598,1098
3585,647,627,567,3251,1602,1104
3586,646,624,564,3280,1601,1102
3587,653,624,566,3294,1603,1098
3588,652,624,574,987,1603,1221
3589,649,628,576,1019,1642,1231
3590,654,631,576,1020,1623,1229
3591,684,631,572,1019,1623,1191
3592,686,635,574,1021,1635,1121
3593,689,631,576,1015,1633,1126
3594,689,630,575,1012,1638,1121
3595,689,634,568,1017,1629,1131
3596,714,639,582,1019,1634,1130
3597,717,640,577,1022,1632,1131
3598,722,638,581,1023,1632,1126
3599,731,638,577,1035,1635,1131
3600,751,645,713,1040,1639,1127
3601,809,770,717,1050,1641,1131
3602,835,767,717,1067,1643,1129
3603,838,763,722,1145,1654,1131
3604,838,765,713,1143,1650,1137
3605,838,766,719,1152,1655,1125
3606,832,763,582,1023,1634,1123
3607,831,657,586,1035,1633,1125
3608,845,676,592,1039,1638,1124
3609,843,770,597,1040,1638,1133
3610,843,770,611,1040,1643,1132
3611,841,769,662,1170,1644,1124
3612,836,771,573,2995,1637,1110
3613,841,637,575,3035,1613,1105
3614,718,625,561,3068,1607,1104
3615,655,626,566,3099,1606,1107
3616,655,626,563,3131,1600,1103
3617,654,625,562,3139,1603,1100
3618,646,624,570,3376,1607,1102
3619,655,624,570,3379,1607,1101
3620,651,624,571,3402,1602,1103
3621,652,624,567,2241,1607,1102
3622,651,625,574,1143,1601,1226
3623,650,626,576,1090,1643,1232
3624,649,632,575,1146,1723,1230
3625,683,629,710,1136,1725,1235
3626,685,627,704,1135,1724,1235
3627,685,627,691,1136,1721,1232
3628,681,631,585,1136,1720,1231
3629,682,628,569,1136,1719,1136
3630,686,634,559,1147,1649,1220
3631,686,631,574,1019,1627,1129
3632,678,631,586,1021,1630,1127
3633,688,629,573,1022,1633,1123
3634,689,626,566,1015,1632,1127
3635,693,630,569,1013,1635,1139
3636,693,626,571,1141,1732,1127
3637,702,629,577,1021,1633,1129
3638,698,643,577,1022,1627,1130
3639,741,644,583,1023,1633,1127
3640,780,651,579,1034,1631,1135
3641,842,656,586,1023,1632,1236
3642,847,677,592,1034,1726,1109
3643,845,767,574,982,1615,1107
3644,845,625,570,981,1611,1104
3645,656,626,571,976,1606,1104
3646,650,625,563,976,1729,1104
3647,649,626,567,977,2365,1098
3648,652,624,576,976,2672,1104
3649,655,624,567,973,3619,1099
3650,654,623,574,975,3637,1104
3651,649,624,570,977,3661,1104
3652,651,624,573,979,3676,1101
3653,654,625,561,977,3694,1104
3654,653,625,563,976,3707,1104
3655,651,624,561,976,1645,1222
3656,651,624,570,995,1654,1117
3657,645,627,587,1009,1652,1131
3658,686,638,585,1023,1660,1129
3659,708,758,707,1126,1681,1225
3660,831,762,697,1128,1742,1126
3661,825,754,699,1013,1635,1136
3662,807,627,637,1022,1643,1140
3663,679,761,711,1137,1729,1231
3664,835,759,699,1127,1719,1229
3665,816,753,688,1131,1719,1231
3666,807,629,572,1010,1634,1135
3667,674,626,581,1018,1726,1230
3668,694,641,699,1130,1717,1227
3669,716,758,576,1122,1718,1166
3670,784,624,572,1014,1629,1117
3671,682,630,579,1023,1633,1128
3672,697,640,707,1038,1639,1229
3673,734,761,706,1138,1724,1123
3674,832,759,571,1012,1633,1126
3675,816,637,583,1023,1634,1136
3676,707,643,712,1069,1643,1232
3677,831,767,708,1136,1725,1229
3678,829,755,701,1126,1717,1225
3679,815,753,562,1125,3427,1106
3680,677,627,572,981,3439,1104
3681,684,623,569,976,3477,1103
3682,657,624,571,974,3515,1103
3683,654,625,567,976,3561,1101
3684,645,624,563,967,3581,1104
3685,653,624,560,976,3619,1095
3686,649,624,562,973,3774,1101
3687,649,624,570,976,3789,1104
3688,647,623,571,974,3223,1104
3689,649,624,571,975,1973,1103
3690,643,622,569,976,1789,1109
3691,647,627,582,1008,1744,1136
3692,649,639,663,1034,1647,1116
3693,716,759,576,1014,1641,1125
3694,831,638,586,1032,1644,1129
3695,705,687,711,1136,1656,1234
3696,834,761,709,1136,1727,1231
3697,825,752,697,1121,1712,1230
3698,812,752,576,1127,1719,1232
3699,677,625,705,1127,1722,1229
3700,683,753,576,1122,1712,1215
3701,803,630,574,1008,1635,1121
3702,683,633,587,1020,1634,1126
3703,699,639,711,1039,1638,1231
3704,721,761,709,1138,1631,1125
3705,830,758,564,1013,1633,1125
3706,820,635,577,1023,1637,1134
3707,703,643,705,1047,1648,1232
3708,835,759,711,1138,1725,1228
3709,827,757,702,1125,1721,1127
3710,816,752,561,1129,1630,1118
3711,745,630,573,981,1705,1104
3712,679,627,567,980,2215,1104
3713,654,624,573,975,2587,1104
3714,655,625,561,976,2801,1107
3715,655,625,571,975,2945,1098
3716,647,624,562,974,3063,1102
3717,645,624,567,976,3653,1104
3718,650,624,567,969,3671,1102
3719,651,624,572,978,3695,1099
3720,651,624,574,972,3702,1103
3721,645,624,571,977,3716,1098
3722,647,625,564,980,3728,1104
3723,649,624,569,973,1619,1116
3724,653,624,578,1013,1645,1123
3725,655,651,710,1063,1647,1232
3726,830,758,705,1136,1729,1232
3727,826,753,705,1123,1727,1226
3728,812,755,570,1127,1728,1124
3729,679,625,570,1023,1643,1232
3730,683,635,707,1131,1725,1227
3731,699,752,705,1127,1718,1226
3732,803,751,574,1008,1719,1120
3733,681,626,575,1012,1627,1126
3734,688,640,576,1023,1634,1135
3735,704,651,707,1136,1667,1118
3736,834,762,582,1019,1637,1133
3737,828,640,711,1034,1637,1139
3738,719,761,709,1136,1718,1228
3739,831,759,694,1133,1721,1231
3740,816,752,669,1126,1712,1229
3741,810,631,566,1010,1714,1234
3742,679,633,705,1130,2031,1228
3743,695,746,573,1013,2528,1121
3744,681,628,573,1008,2733,1127
3745,688,639,579,1038,2917,1132
3746,704,655,704,1136,3023,1126
3747,831,762,704,1136,3669,1106
3748,832,758,567,982,3677,1106
3749,811,625,576,989,3695,1104
3750,656,624,572,980,3705,1104
3751,651,625,565,981,3696,1102
3752,651,624,561,977,3727,1111
3753,650,624,562,975,3731,1105
3754,652,625,576,976,3817,1105
3755,652,625,569,976,3817,1103
3756,655,629,570,976,3787,1104
3757,655,627,563,977,2083,1103
3758,654,627,573,978,1829,1116
3759,655,629,580,1012,1767,1133
3760,657,645,664,1021,1647,1125
3761,725,767,579,1021,1645,1133
3762,839,645,592,1041,1661,1142
3763,720,695,732,1153,1664,1248
3764,855,779,730,1157,1750,1249
3765,848,774,718,1151,1742,1139
3766,831,777,581,1043,1657,1145
3767,688,631,735,1171,1744,1257
3768,699,789,726,1161,1742,1249
3769,854,780,726,1152,1739,1254
3770,835,641,583,1008,1686,1137
3771,695,640,591,1040,1648,1149
3772,705,652,601,1168,1744,1254
3773,727,789,605,1155,1742,1264
3774,869,641,579,1023,1643,1136
3775,689,641,601,1043,1647,1146
3776,718,653,634,1046,2081,1151
3777,740,785,739,1171,2559,1255
3778,867,784,723,1154,3638,1122
3779,850,782,581,996,3625,1118
3780,843,634,574,989,3649,1116
3781,668,634,578,989,3679,1113
3782,663,638,576,991,3669,1114
3783,662,637,582,989,3689,1114
3784,663,635,585,989,3713,1113
3785,656,640,583,991,3818,1109
3786,657,633,575,987,3818,1114
3787,659,633,577,987,3830,1110
3788,666,634,575,995,3835,1114
3789,663,638,581,993,3839,1110
3790,662,637,567,997,3842,1115
3791,662,637,582,988,1658,1244
3792,658,630,726,1146,1766,1241
3793,661,784,591,1137,1760,1133
3794,689,635,583,1023,1665,1134
3795,696,641,593,1040,1663,1142
3796,720,655,729,1063,1664,1137
3797,867,789,739,1165,1669,1146
3798,855,779,614,1046,1653,1143
3799,843,783,730,1166,1742,1251
3800,854,784,720,1167,1744,1241
3801,847,775,720,1152,1734,1253
3802,833,640,581,1019,1683,1246
3803,688,637,591,1035,1735,1239
3804,704,649,576,1122,1735,1136
3805,721,635,581,1015,1642,1133
3806,698,647,586,1043,1648,1145
3807,720,656,736,1066,1649,1253
3808,859,783,739,1163,1742,1131
3809,850,777,721,1152,1645,1136
3810,838,778,592,1045,1646,1135
3811,767,676,734,1155,1648,1250
3812,855,786,731,1145,1731,1247
3813,846,775,722,1149,1737,1392
3814,833,778,579,1020,1734,2814
3815,689,637,582,1037,1639,2835
3816,698,645,577,997,1623,2878
3817,718,631,576,987,1616,2906
3818,661,636,571,989,1613,2933
3819,658,635,578,984,1610,2970
3820,662,634,577,979,1613,3216
3821,660,631,574,985,1618,3240
3822,660,633,580,976,1604,3245
3823,656,634,578,982,1607,3250
3824,656,635,579,989,1612,3271
3825,656,637,571,983,1603,3283
3826,658,630,582,977,1610,3281
3827,659,635,576,983,1612,1134
3828,658,631,581,983,1601,1142
3829,656,635,735,1146,1647,1261
3830,656,784,726,1151,1733,1262
3831,847,783,586,1155,1743,1234
3832,833,641,582,1023,1631,1146
3833,703,643,594,1037,1641,1252
3834,710,666,737,1154,1730,1141
3835,859,784,729,1046,1642,1264
3836,848,789,725,1159,1737,1249
3837,848,784,731,1153,1735,1255
3838,838,769,582,1019,1735,1135
3839,688,639,592,1023,1638,1138
3840,705,647,731,1042,1660,1138
3841,731,783,592,1040,1646,1140
3842,855,719,731,1162,1666,1255
3843,854,782,723,1152,1729,1249
3844,847,783,577,1154,1737,1136
3845,835,639,579,1023,1638,1442
3846,693,640,592,1042,1634,1765
3847,711,682,591,1035,1639,1970
3848,855,646,736,1056,1649,2201
3849,752,784,733,1159,1733,2316
3850,848,782,720,1148,1737,2414
3851,837,693,579,1023,1733,3018
3852,689,642,587,1023,1738,2994
3853,703,648,567,987,1616,3015
3854,736,630,574,987,1611,3039
3855,657,630,576,983,1614,3057
3856,656,635,574,987,1610,3088
3857,658,634,577,981,1609,3104
3858,659,630,572,982,1608,1134
3859,654,630,576,982,1605,1143
3860,656,634,607,1019,1629,1156
3861,658,783,728,1150,1725,1263
3862,848,779,727,1150,1727,1263
3863,841,777,579,1135,1729,1142
3864,702,637,589,1023,1639,1246
3865,701,641,574,1136,1725,1134
3866,714,638,586,1020,1635,1136
3867,694,645,594,1042,1645,1138
3868,716,784,724,1157,1731,1249
3869,853,781,721,1146,1735,1248
3870,842,777,573,1151,1733,1247
3871,806,640,726,1150,1727,1248
3872,693,637,585,1015,1629,1135
3873,688,641,592,1023,1643,1136
3874,709,651,726,1072,1645,1248
3875,797,781,731,1151,1728,1247
3876,847,777,720,1147,1731,1131
3877,831,638,582,1039,1638,1243
3878,689,640,578,1067,1727,1136
3879,701,640,578,1033,1636,1136
3880,696,643,611,1038,1645,1138
3881,714,777,733,1150,1728,1310
3882,848,781,723,1146,1735,2839
3883,831,777,579,1058,1731,2833
3884,702,634,576,989,1616,2866
3885,694,629,576,979,1609,2896
3886,656,631,577,988,1611,2928
3887,656,629,583,983,1612,2957
3888,659,631,575,987,1609,3206
3889,660,633,576,985,1610,3216
3890,655,631,577,977,1605,3089
3891,656,631,575,978,1605,1535
3892,655,631,571,979,1610,1329
3893,656,629,607,1022,1629,1266
3894,656,780,726,1146,1725,1328
3895,846,782,720,1142,1727,1154
3896,833,775,723,1155,1735,1249
3897,715,775,720,1145,1730,1253
3898,837,773,576,1136,1726,1138
3899,711,630,580,1018,1632,1140
3900,691,643,595,1040,1639,1145
3901,710,781,722,1147,1727,1136
3902,849,777,595,1037,1639,1142
3903,836,779,722,1152,1735,1243
3904,846,779,718,1140,1728,1251
3905,839,771,579,1146,1726,1131
3906,801,635,589,1022,1633,1136
3907,693,641,591,1023,1637,1136
3908,715,779,590,1023,1638,1136
3909,848,646,729,1067,1648,1245
3910,789,777,723,1149,1729,1243
3911,838,771,723,1146,1723,1249
3912,823,636,581,1021,1632,1127
3913,689,631,589,1023,1638,2656
3914,699,646,576,989,1613,2704
3915,764,631,577,977,1605,2749
3916,656,628,578,978,1600,2796
3917,656,628,577,978,1612,2827
3918,657,630,577,980,1604,2861
3919,656,630,575,976,1603,3163
3920,652,633,573,981,1603,3152
3921,655,630,574,977,1598,1605
3922,656,629,575,980,1600,1337
3923,656,633,598,1014,1626,1264
3924,656,778,727,1148,1725,1329
3925,844,777,717,1146,1719,1255
3926,832,770,567,1129,1719,1248
3927,707,637,719,1138,1731,1255
3928,691,631,580,1019,1638,1136
3929,689,631,588,1023,1634,1137
3930,704,650,720,1114,1643,1248
3931,849,774,720,1148,1727,1239
3932,840,769,725,1143,1727,1248
3933,821,636,720,1143,1731,1239
3934,688,773,579,1013,1725,1133
3935,688,633,577,1023,1637,1136
3936,694,642,621,1040,1643,1147
3937,719,778,725,1145,1731,1244
3938,845,773,717,1144,1726,1147
3939,832,773,723,1147,1731,1236
3940,666,769,715,1140,1728,1242
3941,831,769,575,1065,1728,1133
3942,685,630,581,1019,1632,1131
